Date,Open,High,Low,Close
2021-05-18,44853.0,45816.0,42539.0,43318.0
2021-05-19,43367.0,43569.0,30445.0,38390.0
2021-05-20,38468.0,42569.0,35132.0,40108.0
2021-05-21,40108.0,42124.0,35263.0,35263.0
2021-05-22,35250.0,38800.0,33623.0,38086.0
2021-05-23,38093.0,38397.0,31228.0,33791.0
2021-05-24,33791.0,39831.0,33715.0,38999.0
2021-05-25,39067.0,39845.0,36553.0,37656.0
2021-05-26,37656.0,40859.0,37526.0,38731.0
2021-05-27,38756.0,40401.0,37266.0,38476.0
2021-05-28,38476.0,39189.0,35201.0,35245.0
2021-05-29,35260.0,37236.0,33687.0,34266.0
2021-05-30,34266.0,36354.0,33554.0,36115.0
2021-05-31,36080.0,37465.0,34230.0,36677.0
2021-06-01,36677.0,37852.0,35792.0,36330.0
2021-06-02,36313.0,38213.0,35976.0,37739.0
2021-06-03,37739.0,39469.0,37249.0,38693.0
2021-06-04,38691.0,39277.0,35626.0,37071.0
2021-06-05,37071.0,37942.0,35396.0,35826.0
2021-06-06,35857.0,36454.0,34874.0,35897.0
2021-06-07,35938.0,36767.0,34155.0,34471.0
2021-06-08,34454.0,34630.0,31101.0,33638.0
2021-06-09,33625.0,36825.0,32466.0,36406.0
2021-06-10,36387.0,38389.0,35850.0,36410.0
2021-06-11,36410.0,37537.0,36217.0,37331.0
2021-06-12,37331.0,37342.0,35509.0,36041.0
2021-06-13,36041.0,38830.0,34982.0,38830.0
2021-06-14,40926.0,40926.0,39382.0,39809.0
2021-06-15,39836.0,41289.0,39612.0,39949.0
2021-06-16,39943.0,40473.0,38364.0,38550.0
2021-06-17,38550.0,39510.0,37448.0,37752.0
2021-06-18,37752.0,38186.0,35204.0,35493.0
2021-06-19,35493.0,36396.0,34888.0,36193.0
2021-06-20,36193.0,36193.0,33400.0,35853.0
2021-06-21,35853.0,35905.0,31822.0,32622.0
2021-06-22,32622.0,33240.0,29002.0,32895.0
2021-06-23,32895.0,34789.0,31772.0,33066.0
2021-06-24,33066.0,35228.0,32364.0,34857.0
2021-06-25,34858.0,35496.0,31508.0,32212.0
2021-06-26,32212.0,32638.0,30190.0,31329.0
2021-06-27,31315.0,33555.0,30968.0,32648.0
2021-06-28,32648.0,35224.0,32493.0,34721.0
